Driver,Coef,GP,Year
RIC,1.621920978060919,Miami Grand Prix,2024
RUS,0.8250971139771904,Miami Grand Prix,2024
SAI,0.40183032811061303,Miami Grand Prix,2024
SAR,1.528579736150809,Miami Grand Prix,2024
STR,1.1605488168566542,Miami Grand Prix,2024
TSU,1.2379276933952301,Miami Grand Prix,2024
VET,1.2962094118843275,Miami Grand Prix,2024
ZHO,1.4019038887152606,Miami Grand Prix,2024
VER,0.0,Monaco Grand Prix,2024
ALB,1.418011998789046,Monaco Grand Prix,2024
ALO,1.0664851535782887,Monaco Grand Prix,2024
BOT,1.2035129483362397,Monaco Grand Prix,2024
DEV,1.0702423297227797,Monaco Grand Prix,2024
GAS,0.9438262870780321,Monaco Grand Prix,2024
GIO,1.180817019894514,Monaco Grand Prix,2024
HAM,0.36080522848384167,Monaco Grand Prix,2024
HUL,1.3122208852462192,Monaco Grand Prix,2024
LAT,0.8779699522463762,Monaco Grand Prix,2024
LEC,0.2525227470416649,Monaco Grand Prix,2024
MAG,1.1459730099913035,Monaco Grand Prix,2024
MAZ,2.9940303050861288,Monaco Grand Prix,2024
MSC,2.359176517609348,Monaco Grand Prix,2024
NOR,0.497514836739664,Monaco Grand Prix,2024
OCO,0.6499191185245508,Monaco Grand Prix,2024
PER,0.28379251105793557,Monaco Grand Prix,2024
PIA,0.5547973824610111,Monaco Grand Prix,2024
RAI,0.8914213094436425,Monaco Grand Prix,2024
RIC,0.9376927379361177,Monaco Grand Prix,2024
RUS,0.6463126198686826,Monaco Grand Prix,2024
SAI,-0.01039393684861345,Monaco Grand Prix,2024
SAR,1.3257978005710704,Monaco Grand Prix,2024
STR,1.2269435939214528,Monaco Grand Prix,2024
TSU,1.2620814794521085,Monaco Grand Prix,2024
VET,0.8241925227581106,Monaco Grand Prix,2024
ZHO,1.5544670369238442,Monaco Grand Prix,2024
VER,0.0,Chinese Grand Prix,2024
ALB,2.1207694273073066,Chinese Grand Prix,2024
ALO,1.3718019718505647,Chinese Grand Prix,2024
BOT,1.8366373641612541,Chinese Grand Prix,2024
GAS,2.0275933287527272,Chinese Grand Prix,2024
HAM,1.6332424857580228,Chinese Grand Prix,2024
HUL,1.8529200556426106,Chinese Grand Prix,2024
LEC,0.5321636670892329,Chinese Grand Prix,2024
MAG,2.2724939947382357,Chinese Grand Prix,2024
NOR,0.38951839170125474,Chinese Grand Prix,2024
OCO,1.9819954216451205,Chinese Grand Prix,2024
PER,0.45256173382211906,Chinese Grand Prix,2024
PIA,1.5890520104709298,Chinese Grand Prix,2024
RIC,1.9051090894816245,Chinese Grand Prix,2024
RUS,1.169895553998592,Chinese Grand Prix,2024
SAI,0.7625263628242696,Chinese Grand Prix,2024
SAR,2.712054806259759,Chinese Grand Prix,2024
STR,1.7844846296592918,Chinese Grand Prix,2024
TSU,2.0152116836381797,Chinese Grand Prix,2024
ZHO,2.405613430103906,Chinese Grand Prix,2024
VER,0.0,Spanish Grand Prix,2024
ALB,2.240574697726984,Spanish Grand Prix,2024
ALO,1.2462077324475649,Spanish Grand Prix,2024
BOT,1.111970361731072,Spanish Grand Prix,2024
DEV,1.0907737308905154,Spanish Grand Prix,2024
GAS,1.2247259460994144,Spanish Grand Prix,2024
GIO,1.899953640241808,Spanish Grand Prix,2024
HAM,-0.011964148018422585,Spanish Grand Prix,2024
HUL,1.1788111306588243,Spanish Grand Prix,2024
LAT,2.5080230941483026,Spanish Grand Prix,2024
LEC,0.4252905226651171,Spanish Grand Prix,2024
MAG,1.534893332189985,Spanish Grand Prix,2024
MAZ,3.569874187529025,Spanish Grand Prix,2024
MSC,2.156217100852948,Spanish Grand Prix,2024
NOR,0.9021512434457574,Spanish Grand Prix,2024
OCO,1.1525062312511571,Spanish Grand Prix,2024
PER,0.47045489035588395,Spanish Grand Prix,2024
PIA,0.8599131723995921,Spanish Grand Prix,2024
RAI,1.5849144847148566,Spanish Grand Prix,2024
RIC,1.4285553485731182,Spanish Grand Prix,2024
RUS,0.8107008574125689,Spanish Grand Prix,2024
SAI,0.5991148746287616,Spanish Grand Prix,2024
SAR,2.1884824177477844,Spanish Grand Prix,2024
STR,1.5022492798283007,Spanish Grand Prix,2024
TSU,1.3186070143976245,Spanish Grand Prix,2024
VET,1.6365383909354168,Spanish Grand Prix,2024
ZHO,1.1352849268099698,Spanish Grand Prix,2024
VER,0.0,British Grand Prix,2024
ALB,0.3783845392901384,British Grand Prix,2024
ALO,0.42082095962325994,British Grand Prix,2024
BOT,0.6442837723212413,British Grand Prix,2024
DEV,0.9030003247107712,British Grand Prix,2024
GAS,0.6120098729490793,British Grand Prix,2024
GIO,1.2621462785566626,British Grand Prix,2024
HAM,-0.4898818055972223,British Grand Prix,2024
HUL,0.6949214436477185,British Grand Prix,2024
LAT,1.322414475325166,British Grand Prix,2024
LEC,-0.2431866953800057,British Grand Prix,2024
MAG,1.04625945280711,British Grand Prix,2024
MAZ,2.53447151373633,British Grand Prix,2024
MSC,1.6491460433883063,British Grand Prix,2024
NOR,-0.007741404084317338,British Grand Prix,2024
OCO,0.9716826194534125,British Grand Prix,2024
PER,0.11219455830068181,British Grand Prix,2024
PIA,-0.24407465086614266,British Grand Prix,2024
RAI,1.0713619932271394,British Grand Prix,2024
RIC,0.7699553450543516,British Grand Prix,2024
RUS,0.2975221620302153,British Grand Prix,2024
SAI,-0.09500640942210481,British Grand Prix,2024
SAR,0.691913394868698,British Grand Prix,2024
STR,0.740022137751625,British Grand Prix,2024
TSU,1.16121958750084,British Grand Prix,2024
VET,0.9620111972008969,British Grand Prix,2024
ZHO,1.2195299259678194,British Grand Prix,2024
VER,0.0,Austrian Grand Prix,2024
ALB,1.0878161107899298,Austrian Grand Prix,2024
ALO,0.9648687742954429,Austrian Grand Prix,2024
BOT,0.8157482181933006,Austrian Grand Prix,2024
DEV,1.457218649266789,Austrian Grand Prix,2024
GAS,0.8963789679986397,Austrian Grand Prix,2024
GIO,1.2868044577306108,Austrian Grand Prix,2024
HAM,0.4635350570037729,Austrian Grand Prix,2024
HUL,0.8230125034197723,Austrian Grand Prix,2024
LAT,1.6477915962795682,Austrian Grand Prix,2024
LEC,0.4684085985851021,Austrian Grand Prix,2024
MAG,1.199783654078378,Austrian Grand Prix,2024
MAZ,2.7099863742463564,Austrian Grand Prix,2024
MSC,1.876732015118682,Austrian Grand Prix,2024
NOR,0.4882898218837911,Austrian Grand Prix,2024
OCO,1.1772493075152592,Austrian Grand Prix,2024
PER,0.5839257945099492,Austrian Grand Prix,2024
PIA,0.7804873117707248,Austrian Grand Prix,2024
RAI,1.1632075018571306,Austrian Grand Prix,2024
RIC,0.9231136805683265,Austrian Grand Prix,2024
RUS,0.8335969286771245,Austrian Grand Prix,2024
SAI,0.49134747617605967,Austrian Grand Prix,2024
SAR,1.5902599685616676,Austrian Grand Prix,2024
STR,1.1519688208257723,Austrian Grand Prix,2024
TSU,1.1822148530286716,Austrian Grand Prix,2024
VET,1.1365718520557715,Austrian Grand Prix,2024
ZHO,1.4172927811838678,Austrian Grand Prix,2024
VER,0.0,Canadian Grand Prix,2024
ALB,1.3075142736914849,Canadian Grand Prix,2024
ALO,0.6219318528279922,Canadian Grand Prix,2024
BOT,0.9920439394295624,Canadian Grand Prix,2024
DEV,1.4993919789501433,Canadian Grand Prix,2024
GAS,1.1466197755403975,Canadian Grand Prix,2024
HAM,0.21385721115709216,Canadian Grand Prix,2024
HUL,1.498695701644153,Canadian Grand Prix,2024
LAT,2.441688994088892,Canadian Grand Prix,2024
LEC,0.4463217008232654,Canadian Grand Prix,2024
MAG,1.4893289720135299,Canadian Grand Prix,2024
MSC,0.9153909723952047,Canadian Grand Prix,2024
NOR,1.1637465274739704,Canadian Grand Prix,2024
OCO,0.9967968280086383,Canadian Grand Prix,2024
PER,0.7979144381534304,Canadian Grand Prix,2024
PIA,1.0213095235533753,Canadian Grand Prix,2024
RIC,1.4649178580729156,Canadian Grand Prix,2024
RUS,0.5735984138239179,Canadian Grand Prix,2024
SAI,0.1904366384136864,Canadian Grand Prix,2024
SAR,1.2073610026075947,Canadian Grand Prix,2024
STR,1.0797603914498195,Canadian Grand Prix,2024
TSU,1.1659477125246251,Canadian Grand Prix,2024
VET,1.159078874669838,Canadian Grand Prix,2024
ZHO,1.355542058391471,Canadian Grand Prix,2024
VER,0.0,Belgian Grand Prix,2024
ALB,1.7299515414486766,Belgian Grand Prix,2024
ALO,1.2651315841243802,Belgian Grand Prix,2024
BOT,1.613274740649974,Belgian Grand Prix,2024
GAS,1.613164238523537,Belgian Grand Prix,2024
HAM,0.6943455332122472,Belgian Grand Prix,2024
HUL,2.03694424693352,Belgian Grand Prix,2024
LAT,2.6185925463299196,Belgian Grand Prix,2024
LEC,0.7744124536305758,Belgian Grand Prix,2024
MAG,1.996033019215932,Belgian Grand Prix,2024
MSC,2.369748226543005,Belgian Grand Prix,2024
NOR,1.1360313760732528,Belgian Grand Prix,2024
OCO,1.3559725913930063,Belgian Grand Prix,2024
PER,0.6060848481035848,Belgian Grand Prix,2024
PIA,0.521071101230054,Belgian Grand Prix,2024
RIC,1.5159001611622438,Belgian Grand Prix,2024
RUS,0.5564148856241409,Belgian Grand Prix,2024
SAI,1.0269430337780028,Belgian Grand Prix,2024
SAR,2.0575836339525257,Belgian Grand Prix,2024
STR,1.3529517028234785,Belgian Grand Prix,2024
TSU,1.797897052820239,Belgian Grand Prix,2024
VET,1.413921968382815,Belgian Grand Prix,2024
ZHO,1.7146083234707807,Belgian Grand Prix,2024
VER,0.0,Italian Grand Prix,2024
ALB,0.7889362685607147,Italian Grand Prix,2024
ALO,0.8900973910170517,Italian Grand Prix,2024
BOT,1.049238565019504,Italian Grand Prix,2024
COL,1.1310057725576166,Italian Grand Prix,2024
DEV,1.0979841071628067,Italian Grand Prix,2024
GAS,1.19923857498346,Italian Grand Prix,2024
GIO,0.9673213841683438,Italian Grand Prix,2024
HAM,0.28595435756707305,Italian Grand Prix,2024
HUL,1.0681703822165807,Italian Grand Prix,2024
KUB,1.395279804496101,Italian Grand Prix,2024
LAT,1.2463088721157254,Italian Grand Prix,2024
LAW,0.7888795787182394,Italian Grand Prix,2024
LEC,0.03742960837120955,Italian Grand Prix,2024
MAG,1.2955908642620115,Italian Grand Prix,2024
MAZ,2.501355853331191,Italian Grand Prix,2024
MSC,1.6189173305438456,Italian Grand Prix,2024
NOR,0.2239042074238141,Italian Grand Prix,2024
OCO,1.295782862839688,Italian Grand Prix,2024
PER,0.25216347315976884,Italian Grand Prix,2024
PIA,0.18112954204409637,Italian Grand Prix,2024
RIC,0.8064559328218235,Italian Grand Prix,2024
RUS,0.41597119268183586,Italian Grand Prix,2024
SAI,0.25484805977374675,Italian Grand Prix,2024
SAR,0.9739312363257766,Italian Grand Prix,2024
STR,1.2437733875602635,Italian Grand Prix,2024
TSU,1.247239849119375,Italian Grand Prix,2024
VET,1.16024968148267,Italian Grand Prix,2024
ZHO,1.3698378667086337,Italian Grand Prix,2024
VER,0.0,Hungarian Grand Prix,2024
ALB,1.0540965253673316,Hungarian Grand Prix,2024
ALO,0.5283455778426815,Hungarian Grand Prix,2024
BOT,0.851936278922975,Hungarian Grand Prix,2024
GAS,0.8900573279500521,Hungarian Grand Prix,2024
GIO,1.2227759345383973,Hungarian Grand Prix,2024
HAM,-0.17866217786761177,Hungarian Grand Prix,2024
HUL,1.0259344638746055,Hungarian Grand Prix,2024
LAT,1.4462977554775387,Hungarian Grand Prix,2024
LEC,0.005039239889158647,Hungarian Grand Prix,2024
MAG,1.1803664914376952,Hungarian Grand Prix,2024
MSC,1.3791118857501883,Hungarian Grand Prix,2024
NOR,0.18638178367983282,Hungarian Grand Prix,2024
OCO,0.6405386523151797,Hungarian Grand Prix,2024
PER,-0.003866545942055338,Hungarian Grand Prix,2024
PIA,0.23480348726127426,Hungarian Grand Prix,2024
RAI,1.228505044637753,Hungarian Grand Prix,2024
RIC,0.8875768907844295,Hungarian Grand Prix,2024
RUS,0.3547864341905162,Hungarian Grand Prix,2024
SAI,0.17412283793807615,Hungarian Grand Prix,2024
SAR,1.0275399277093438,Hungarian Grand Prix,2024
STR,0.5798982461341492,Hungarian Grand Prix,2024
TSU,1.073189515923712,Hungarian Grand Prix,2024
VET,0.30579457876838695,Hungarian Grand Prix,2024
ZHO,1.1191828302375408,Hungarian Grand Prix,2024
VER,0.0,Dutch Grand Prix,2024
ALB,1.1649746872748372,Dutch Grand Prix,2024
ALO,0.7928706071951551,Dutch Grand Prix,2024
BOT,1.2280866089489184,Dutch Grand Prix,2024
GAS,0.8944847730849679,Dutch Grand Prix,2024
GIO,1.5661430462615185,Dutch Grand Prix,2024
HAM,0.164457380108186,Dutch Grand Prix,2024
HUL,1.0192150779567006,Dutch Grand Prix,2024
KUB,2.0140836796316663,Dutch Grand Prix,2024
LAT,2.1072374894101245,Dutch Grand Prix,2024
LAW,1.4896228177649662,Dutch Grand Prix,2024
LEC,0.6224122512665057,Dutch Grand Prix,2024
MAG,1.561354353241913,Dutch Grand Prix,2024
MAZ,2.308363992847104,Dutch Grand Prix,2024
MSC,2.0674195547436525,Dutch Grand Prix,2024
NOR,0.5342675637267534,Dutch Grand Prix,2024
OCO,1.1264483112088062,Dutch Grand Prix,2024
PER,0.5049963989022276,Dutch Grand Prix,2024
PIA,0.402997231839241,Dutch Grand Prix,2024
RIC,1.3428569327867717,Dutch Grand Prix,2024
RUS,0.697655077144407,Dutch Grand Prix,2024
SAI,0.7028562646775378,Dutch Grand Prix,2024
SAR,1.5858162985068467,Dutch Grand Prix,2024
STR,1.1994303013437548,Dutch Grand Prix,2024
TSU,1.439106886071475,Dutch Grand Prix,2024
VET,1.3327535312295382,Dutch Grand Prix,2024
ZHO,1.8578711848888805,Dutch Grand Prix,2024
VER,0.0,Azerbaijan Grand Prix,2024
ALB,1.2707148086323503,Azerbaijan Grand Prix,2024
ALO,1.039540514785077,Azerbaijan Grand Prix,2024
BEA,1.0677202893786513,Azerbaijan Grand Prix,2024
BOT,1.9397660217407948,Azerbaijan Grand Prix,2024
COL,1.1042699505735492,Azerbaijan Grand Prix,2024
DEV,1.62944693916333,Azerbaijan Grand Prix,2024
GAS,1.2705746658779473,Azerbaijan Grand Prix,2024
GIO,1.5628972027255728,Azerbaijan Grand Prix,2024
HAM,0.719888050742985,Azerbaijan Grand Prix,2024
HUL,1.2644100541590904,Azerbaijan Grand Prix,2024
LAT,2.8240185214448292,Azerbaijan Grand Prix,2024
LEC,0.2818385746174834,Azerbaijan Grand Prix,2024
MAG,1.5183914017965638,Azerbaijan Grand Prix,2024
MAZ,3.477704670515985,Azerbaijan Grand Prix,2024
MSC,2.4666179775784585,Azerbaijan Grand Prix,2024
NOR,0.8679055879650406,Azerbaijan Grand Prix,2024
OCO,1.7133081916452144,Azerbaijan Grand Prix,2024
PER,0.05681224777656313,Azerbaijan Grand Prix,2024
PIA,0.7788995151673959,Azerbaijan Grand Prix,2024
RAI,1.8138424573630623,Azerbaijan Grand Prix,2024
RIC,1.5073280389005626,Azerbaijan Grand Prix,2024
RUS,0.9922563464017733,Azerbaijan Grand Prix,2024
SAI,0.6123885573248486,Azerbaijan Grand Prix,2024
SAR,1.8938548595291342,Azerbaijan Grand Prix,2024
STR,1.3767106277049344,Azerbaijan Grand Prix,2024
TSU,1.261626322785352,Azerbaijan Grand Prix,2024
VET,0.9830753120806133,Azerbaijan Grand Prix,2024
ZHO,1.8772998110571546,Azerbaijan Grand Prix,2024
VER,0.0,Singapore Grand Prix,2024
ALB,1.100821238190818,Singapore Grand Prix,2024
ALO,0.6031058080161422,Singapore Grand Prix,2024
BOT,1.5869691016297303,Singapore Grand Prix,2024
COL,0.7782622456640347,Singapore Grand Prix,2024
GAS,1.1966701931573915,Singapore Grand Prix,2024
HAM,0.4040174735977615,Singapore Grand Prix,2024
HUL,0.8264003453300868,Singapore Grand Prix,2024
LAW,1.159579906483696,Singapore Grand Prix,2024
LEC,0.07116509711959651,Singapore Grand Prix,2024
MAG,1.394192181520477,Singapore Grand Prix,2024
MSC,1.5962511473237981,Singapore Grand Prix,2024
NOR,-0.2403143801391252,Singapore Grand Prix,2024
OCO,1.2463234958117866,Singapore Grand Prix,2024
PER,0.3292677761787175,Singapore Grand Prix,2024
PIA,0.44597449356974517,Singapore Grand Prix,2024
RIC,1.4053386355199091,Singapore Grand Prix,2024
RUS,0.3524468117872068,Singapore Grand Prix,2024
SAI,0.18867408610409342,Singapore Grand Prix,2024
SAR,1.4310243702691068,Singapore Grand Prix,2024
STR,1.4857438350698917,Singapore Grand Prix,2024
TSU,1.0726730982467707,Singapore Grand Prix,2024
VET,0.9018803396154507,Singapore Grand Prix,2024
ZHO,1.647129005830032,Singapore Grand Prix,2024
VER,0.0,United States Grand Prix,2024
ALB,1.711860438666078,United States Grand Prix,2024
ALO,1.3704157228102285,United States Grand Prix,2024
BOT,1.4096552921388714,United States Grand Prix,2024
COL,0.9684333295344589,United States Grand Prix,2024
GAS,1.3408423652159827,United States Grand Prix,2024
GIO,1.843225348087445,United States Grand Prix,2024
HAM,0.016269870931127216,United States Grand Prix,2024
HUL,1.274059755349879,United States Grand Prix,2024
LAT,2.627489730300138,United States Grand Prix,2024
LAW,1.1994773344314105,United States Grand Prix,2024
LEC,0.41696717732914507,United States Grand Prix,2024
MAG,1.7732491779521213,United States Grand Prix,2024
MAZ,4.261789449217951,United States Grand Prix,2024
MSC,2.5406807397010605,United States Grand Prix,2024
NOR,0.6846397465365088,United States Grand Prix,2024
OCO,1.9616318845049474,United States Grand Prix,2024
PER,0.48515572296466586,United States Grand Prix,2024
PIA,0.48936160962879166,United States Grand Prix,2024
RAI,1.7611452500275782,United States Grand Prix,2024
RIC,1.6165891128939742,United States Grand Prix,2024
RUS,0.991126339546613,United States Grand Prix,2024
SAI,0.42395846949959237,United States Grand Prix,2024
SAR,1.5394959767866458,United States Grand Prix,2024
STR,1.6653406104661492,United States Grand Prix,2024
TSU,1.4851634312334543,United States Grand Prix,2024
VET,1.5303129596677647,United States Grand Prix,2024
ZHO,2.0898735847614014,United States Grand Prix,2024
VER,0.0,Mexico City Grand Prix,2024
ALB,1.2539699052851763,Mexico City Grand Prix,2024
ALO,1.1845367251268362,Mexico City Grand Prix,2024
BOT,1.2176159064298702,Mexico City Grand Prix,2024
COL,1.2403543104901702,Mexico City Grand Prix,2024
GAS,0.9887840339743231,Mexico City Grand Prix,2024
GIO,1.3762582204920344,Mexico City Grand Prix,2024
HAM,0.03161864487774308,Mexico City Grand Prix,2024
HUL,1.1231492972042656,Mexico City Grand Prix,2024
LAT,2.478751682082076,Mexico City Grand Prix,2024
LAW,1.2102739302955603,Mexico City Grand Prix,2024
LEC,0.4860091322264975,Mexico City Grand Prix,2024
MAG,1.3263570773896212,Mexico City Grand Prix,2024
MAZ,3.4351404736020252,Mexico City Grand Prix,2024
MSC,1.7914205704238835,Mexico City Grand Prix,2024
NOR,0.5911599413773182,Mexico City Grand Prix,2024
OCO,1.2684625656371682,Mexico City Grand Prix,2024
PER,0.27178267952441376,Mexico City Grand Prix,2024
PIA,0.5253470678027439,Mexico City Grand Prix,2024
RAI,0.917524173711054,Mexico City Grand Prix,2024
RIC,0.974788586518002,Mexico City Grand Prix,2024
RUS,0.6146536449173224,Mexico City Grand Prix,2024
SAI,0.3995166340787338,Mexico City Grand Prix,2024
SAR,1.3805045952020898,Mexico City Grand Prix,2024
STR,1.4033540585098991,Mexico City Grand Prix,2024
TSU,1.0925700622665968,Mexico City Grand Prix,2024
VET,1.0616478877856914,Mexico City Grand Prix,2024
ZHO,1.532988114554252,Mexico City Grand Prix,2024
VER,0.0,Las Vegas Grand Prix,2024
ALB,0.6962665977811975,Las Vegas Grand Prix,2024
ALO,0.7811521379708508,Las Vegas Grand Prix,2024
BOT,2.173275367433286,Las Vegas Grand Prix,2024
COL,1.067871597256276,Las Vegas Grand Prix,2024
GAS,0.6164768982135775,Las Vegas Grand Prix,2024
